IdUbigeo,Distrito,Provincia,Departamento,PAIS,PAIS_DPTO,PAIS_DPTO_PROV,PAIS_DPTO_PROV_DIST
051050106,Ocros,Huamanga,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huamanga,Peru Ayacucho Huamanga Ocros
051050107,Pacaycasa,Huamanga,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huamanga,Peru Ayacucho Huamanga Pacaycasa
051050108,Quinua,Huamanga,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huamanga,Peru Ayacucho Huamanga Quinua
051050109,San José de Ticllas,Huamanga,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huamanga,Peru Ayacucho Huamanga San José de Ticllas
051050110,San Juan Bautista,Huamanga,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huamanga,Peru Ayacucho Huamanga San Juan Bautista
051050111,Santiago de Pischa,Huamanga,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huamanga,Peru Ayacucho Huamanga Santiago de Pischa
051050112,Socos,Huamanga,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huamanga,Peru Ayacucho Huamanga Socos
051050113,Tambillo,Huamanga,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huamanga,Peru Ayacucho Huamanga Tambillo
051050114,Vinchos,Huamanga,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huamanga,Peru Ayacucho Huamanga Vinchos
051050115,Jesús Nazareno,Huamanga,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huamanga,Peru Ayacucho Huamanga Jesús Nazareno
051050116,Andrés Avelino Cáceres Dorregaray,Huamanga,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huamanga,Peru Ayacucho Huamanga Andrés Avelino Cáceres Dorregaray
051050200,,Cangallo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Cangallo,Peru Ayacucho Cangallo 
051050201,Cangallo,Cangallo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Cangallo,Peru Ayacucho Cangallo Cangallo
051050202,Chuschi,Cangallo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Cangallo,Peru Ayacucho Cangallo Chuschi
051050203,Los Morochucos,Cangallo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Cangallo,Peru Ayacucho Cangallo Los Morochucos
051050204,María Parado de Bellido,Cangallo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Cangallo,Peru Ayacucho Cangallo María Parado de Bellido
051050205,Paras,Cangallo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Cangallo,Peru Ayacucho Cangallo Paras
051050206,Totos,Cangallo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Cangallo,Peru Ayacucho Cangallo Totos
051050300,,Huanca Sancos,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanca Sancos,Peru Ayacucho Huanca Sancos 
051050301,Sancos,Huanca Sancos,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanca Sancos,Peru Ayacucho Huanca Sancos Sancos
051050302,Carapo,Huanca Sancos,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanca Sancos,Peru Ayacucho Huanca Sancos Carapo
051050303,Sacsamarca,Huanca Sancos,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanca Sancos,Peru Ayacucho Huanca Sancos Sacsamarca
051050304,Santiago de Lucanamarca,Huanca Sancos,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanca Sancos,Peru Ayacucho Huanca Sancos Santiago de Lucanamarca
051050400,,Huanta,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanta,Peru Ayacucho Huanta 
051050401,Huanta,Huanta,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanta,Peru Ayacucho Huanta Huanta
051050402,Ayahuanco,Huanta,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanta,Peru Ayacucho Huanta Ayahuanco
051050403,Huamanguilla,Huanta,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanta,Peru Ayacucho Huanta Huamanguilla
051050404,Iguain,Huanta,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanta,Peru Ayacucho Huanta Iguain
051050405,Luricocha,Huanta,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanta,Peru Ayacucho Huanta Luricocha
051050406,Santillana,Huanta,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanta,Peru Ayacucho Huanta Santillana
051050407,Sivia,Huanta,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanta,Peru Ayacucho Huanta Sivia
051050408,Llochegua,Huanta,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanta,Peru Ayacucho Huanta Llochegua
051050409,Canayre,Huanta,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanta,Peru Ayacucho Huanta Canayre
051050410,Uchuraccay,Huanta,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanta,Peru Ayacucho Huanta Uchuraccay
051050411,Pucacolpa,Huanta,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Huanta,Peru Ayacucho Huanta Pucacolpa
051050500,,La Mar,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho La Mar,Peru Ayacucho La Mar 
051050501,San Miguel,La Mar,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho La Mar,Peru Ayacucho La Mar San Miguel
051050502,Anco,La Mar,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho La Mar,Peru Ayacucho La Mar Anco
051050503,Ayna,La Mar,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho La Mar,Peru Ayacucho La Mar Ayna
051050504,Chilcas,La Mar,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho La Mar,Peru Ayacucho La Mar Chilcas
051050505,Chungui,La Mar,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho La Mar,Peru Ayacucho La Mar Chungui
051050506,Luis Carranza,La Mar,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho La Mar,Peru Ayacucho La Mar Luis Carranza
051050507,Santa Rosa,La Mar,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho La Mar,Peru Ayacucho La Mar Santa Rosa
051050508,Tambo,La Mar,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho La Mar,Peru Ayacucho La Mar Tambo
051050509,Samugari,La Mar,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho La Mar,Peru Ayacucho La Mar Samugari
051050510,Anchihuay,La Mar,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho La Mar,Peru Ayacucho La Mar Anchihuay
051050600,,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas 
051050601,Puquio,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Puquio
051050602,Aucara,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Aucara
051050603,Cabana,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Cabana
051050604,Carmen Salcedo,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Carmen Salcedo
051050605,Chaviña,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Chaviña
051050606,Chipao,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Chipao
051050607,Huac-Huas,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Huac-Huas
051050608,Laramate,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Laramate
051050609,Leoncio Prado,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Leoncio Prado
051050610,Llauta,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Llauta
051050611,Lucanas,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Lucanas
051050612,Ocaña,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Ocaña
051050613,Otoca,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Otoca
051050614,Saisa,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Saisa
051050615,San Cristóbal,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas San Cristóbal
051050616,San Juan,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas San Juan
051050617,San Pedro,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas San Pedro
051050618,San Pedro de Palco,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas San Pedro de Palco
051050619,Sancos,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Sancos
051050620,Santa Ana de Huaycahuacho,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Santa Ana de Huaycahuacho
051050621,Santa Lucia,Lucanas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Lucanas,Peru Ayacucho Lucanas Santa Lucia
051050700,,Parinacochas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Parinacochas,Peru Ayacucho Parinacochas 
051050701,Coracora,Parinacochas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Parinacochas,Peru Ayacucho Parinacochas Coracora
051050702,Chumpi,Parinacochas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Parinacochas,Peru Ayacucho Parinacochas Chumpi
051050703,Coronel Castañeda,Parinacochas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Parinacochas,Peru Ayacucho Parinacochas Coronel Castañeda
051050704,Pacapausa,Parinacochas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Parinacochas,Peru Ayacucho Parinacochas Pacapausa
051050705,Pullo,Parinacochas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Parinacochas,Peru Ayacucho Parinacochas Pullo
051050706,Puyusca,Parinacochas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Parinacochas,Peru Ayacucho Parinacochas Puyusca
051050707,San Francisco de Ravacayco,Parinacochas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Parinacochas,Peru Ayacucho Parinacochas San Francisco de Ravacayco
051050708,Upahuacho,Parinacochas,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Parinacochas,Peru Ayacucho Parinacochas Upahuacho
051050800,,Pàucar del Sara Sara,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Pàucar del Sara Sara,Peru Ayacucho Pàucar del Sara Sara 
051050801,Pausa,Pàucar del Sara Sara,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Pàucar del Sara Sara,Peru Ayacucho Pàucar del Sara Sara Pausa
051050802,Colta,Pàucar del Sara Sara,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Pàucar del Sara Sara,Peru Ayacucho Pàucar del Sara Sara Colta
051050803,Corculla,Pàucar del Sara Sara,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Pàucar del Sara Sara,Peru Ayacucho Pàucar del Sara Sara Corculla
051050804,Lampa,Pàucar del Sara Sara,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Pàucar del Sara Sara,Peru Ayacucho Pàucar del Sara Sara Lampa
051050805,Marcabamba,Pàucar del Sara Sara,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Pàucar del Sara Sara,Peru Ayacucho Pàucar del Sara Sara Marcabamba
051050806,Oyolo,Pàucar del Sara Sara,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Pàucar del Sara Sara,Peru Ayacucho Pàucar del Sara Sara Oyolo
051050807,Pararca,Pàucar del Sara Sara,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Pàucar del Sara Sara,Peru Ayacucho Pàucar del Sara Sara Pararca
051050808,San Javier de Alpabamba,Pàucar del Sara Sara,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Pàucar del Sara Sara,Peru Ayacucho Pàucar del Sara Sara San Javier de Alpabamba
051050809,San José de Ushua,Pàucar del Sara Sara,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Pàucar del Sara Sara,Peru Ayacucho Pàucar del Sara Sara San José de Ushua
051050810,Sara Sara,Pàucar del Sara Sara,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Pàucar del Sara Sara,Peru Ayacucho Pàucar del Sara Sara Sara Sara
051050900,,Sucre,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Sucre,Peru Ayacucho Sucre 
051050901,Querobamba,Sucre,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Sucre,Peru Ayacucho Sucre Querobamba
051050902,Belén,Sucre,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Sucre,Peru Ayacucho Sucre Belén
051050903,Chalcos,Sucre,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Sucre,Peru Ayacucho Sucre Chalcos
051050904,Chilcayoc,Sucre,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Sucre,Peru Ayacucho Sucre Chilcayoc
051050905,Huacaña,Sucre,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Sucre,Peru Ayacucho Sucre Huacaña
051050906,Morcolla,Sucre,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Sucre,Peru Ayacucho Sucre Morcolla
051050907,Paico,Sucre,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Sucre,Peru Ayacucho Sucre Paico
051050908,San Pedro de Larcay,Sucre,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Sucre,Peru Ayacucho Sucre San Pedro de Larcay
051050909,San Salvador de Quije,Sucre,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Sucre,Peru Ayacucho Sucre San Salvador de Quije
051050910,Santiago de Paucaray,Sucre,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Sucre,Peru Ayacucho Sucre Santiago de Paucaray
051050911,Soras,Sucre,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Sucre,Peru Ayacucho Sucre Soras
051051000,,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo 
051051001,Huancapi,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo Huancapi
051051002,Alcamenca,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo Alcamenca
051051003,Apongo,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo Apongo
051051004,Asquipata,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo Asquipata
051051005,Canaria,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo Canaria
051051006,Cayara,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo Cayara
051051007,Colca,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo Colca
051051008,Huamanquiquia,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo Huamanquiquia
051051009,Huancaraylla,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo Huancaraylla
051051010,Huaya,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo Huaya
051051011,Sarhua,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo Sarhua
051051012,Vilcanchos,Víctor Fajardo,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Víctor Fajardo,Peru Ayacucho Víctor Fajardo Vilcanchos
051051100,,Vilcas Huamán,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Vilcas Huamán,Peru Ayacucho Vilcas Huamán 
051051101,Vilcas Huaman,Vilcas Huamán,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Vilcas Huamán,Peru Ayacucho Vilcas Huamán Vilcas Huaman
051051102,Accomarca,Vilcas Huamán,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Vilcas Huamán,Peru Ayacucho Vilcas Huamán Accomarca
051051103,Carhuanca,Vilcas Huamán,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Vilcas Huamán,Peru Ayacucho Vilcas Huamán Carhuanca
051051104,Concepción,Vilcas Huamán,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Vilcas Huamán,Peru Ayacucho Vilcas Huamán Concepción
051051105,Huambalpa,Vilcas Huamán,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Vilcas Huamán,Peru Ayacucho Vilcas Huamán Huambalpa
051051106,Independencia,Vilcas Huamán,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Vilcas Huamán,Peru Ayacucho Vilcas Huamán Independencia
051051107,Saurama,Vilcas Huamán,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Vilcas Huamán,Peru Ayacucho Vilcas Huamán Saurama
051051108,Vischongo,Vilcas Huamán,Ayacucho,Peru,Peru Ayacucho,Peru Ayacucho Vilcas Huamán,Peru Ayacucho Vilcas Huamán Vischongo
051060000,,,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca ,Peru Cajamarca  
051060100,,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca 
051060101,Cajamarca,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca Cajamarca
051060102,Asunción,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca Asunción
051060103,Chetilla,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca Chetilla
051060104,Cospan,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca Cospan
051060105,Encañada,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca Encañada
051060106,Jesús,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca Jesús
051060107,Llacanora,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca Llacanora
051060108,Los Baños del Inca,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca Los Baños del Inca
051060109,Magdalena,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca Magdalena
051060110,Matara,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca Matara
051060111,Namora,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca Namora
051060112,San Juan,Cajamarca,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajamarca,Peru Cajamarca Cajamarca San Juan
051060200,,Cajabamba,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajabamba,Peru Cajamarca Cajabamba 
051060201,Cajabamba,Cajabamba,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajabamba,Peru Cajamarca Cajabamba Cajabamba
051060202,Cachachi,Cajabamba,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajabamba,Peru Cajamarca Cajabamba Cachachi
051060203,Condebamba,Cajabamba,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajabamba,Peru Cajamarca Cajabamba Condebamba
051060204,Sitacocha,Cajabamba,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cajabamba,Peru Cajamarca Cajabamba Sitacocha
051060300,,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín 
051060301,Celendín,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín Celendín
051060302,Chumuch,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín Chumuch
051060303,Cortegana,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín Cortegana
051060304,Huasmin,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín Huasmin
051060305,Jorge Chávez,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín Jorge Chávez
051060306,José Gálvez,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín José Gálvez
051060307,Miguel Iglesias,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín Miguel Iglesias
051060308,Oxamarca,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín Oxamarca
051060309,Sorochuco,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín Sorochuco
051060310,Sucre,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín Sucre
051060311,Utco,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín Utco
051060312,La Libertad de Pallan,Celendín,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Celendín,Peru Cajamarca Celendín La Libertad de Pallan
051060400,,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota 
051060401,Chota,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Chota
051060402,Anguia,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Anguia
051060403,Chadin,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Chadin
051060404,Chiguirip,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Chiguirip
051060405,Chimban,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Chimban
051060406,Choropampa,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Choropampa
051060407,Cochabamba,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Cochabamba
051060408,Conchan,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Conchan
051060409,Huambos,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Huambos
051060410,Lajas,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Lajas
051060411,Llama,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Llama
051060412,Miracosta,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Miracosta
051060413,Paccha,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Paccha
051060414,Pion,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Pion
051060415,Querocoto,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Querocoto
051060416,San Juan de Licupis,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota San Juan de Licupis
051060417,Tacabamba,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Tacabamba
051060418,Tocmoche,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Tocmoche
051060419,Chalamarca,Chota,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Chota,Peru Cajamarca Chota Chalamarca
051060500,,Contumazá,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Contumazá,Peru Cajamarca Contumazá 
051060501,Contumaza,Contumazá,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Contumazá,Peru Cajamarca Contumazá Contumaza
051060502,Chilete,Contumazá,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Contumazá,Peru Cajamarca Contumazá Chilete
051060503,Cupisnique,Contumazá,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Contumazá,Peru Cajamarca Contumazá Cupisnique
051060504,Guzmango,Contumazá,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Contumazá,Peru Cajamarca Contumazá Guzmango
051060505,San Benito,Contumazá,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Contumazá,Peru Cajamarca Contumazá San Benito
051060506,Santa Cruz de Toledo,Contumazá,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Contumazá,Peru Cajamarca Contumazá Santa Cruz de Toledo
051060507,Tantarica,Contumazá,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Contumazá,Peru Cajamarca Contumazá Tantarica
051060508,Yonan,Contumazá,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Contumazá,Peru Cajamarca Contumazá Yonan
051060600,,Cutervo,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cutervo,Peru Cajamarca Cutervo 
051060601,Cutervo,Cutervo,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cutervo,Peru Cajamarca Cutervo Cutervo
051060602,Callayuc,Cutervo,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cutervo,Peru Cajamarca Cutervo Callayuc
051060603,Choros,Cutervo,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cutervo,Peru Cajamarca Cutervo Choros
051060604,Cujillo,Cutervo,Cajamarca,Peru,Peru Cajamarca,Peru Cajamarca Cutervo,Peru Cajamarca Cutervo Cujillo
